"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015",
"Paraguay","PRY","Net enrolment rate, secondary, both sexes (%)","SE.SEC.NENR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.34363","","38.27053","","43.11366","46.05313","","52.22996","53.5081","54.81802","56.92883","57.76089","58.13649","58.80505","60.04082","60.5406","61.52307","63.26829","66.45952","","","",
"Pacific island small states","PSS","Net enrolment rate, secondary, both sexes (%)","SE.SEC.NENR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.2038","57.9817","55.24635","57.26024","59.68835","60.35801","62.52067","62.67613","64.64658","62.79418","64.03069","65.29217","67.19053","67.44935","66.42522","65.43884","","",
"Post-demographic dividend","PST","Net enrolment rate, secondary, both sexes (%)","SE.SEC.NENR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"French Polynesia","PYF","Net enrolment rate, secondary, both sexes (%)","SE.SEC.NENR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Net enrolment rate, secondary, both sexes (%)","SE.SEC.NENR","","","","","","","","","","","","24.22821","25.2946","26.88889","28.38498","","37.62989","37.69994","44.29703","49.37255","54.28683","57.33184","","63.50721","63.72573","66.64299","69.28217","61.63767","62.8364","","65.85515","67.6629","68.68767","76.86181","81.44073","","","","78.80869","73.03229","","","74.43745","","98.16925","97.95019","95.2244","80.65425","","84.14495","89.97097","94.53256","","","","",
"Romania","ROU","Net enrolment rate, secondary, both sexes (%)","SE.SEC.NENR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69.67768","70.42217","","","","","","","","","","","","","","","","86.75281","","",
"Russian Federation","RUS","Net enrolment rate, secondary, both sexes (%)","SE.SEC.NENR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Rwanda","RWA","Net enrolment rate, secondary, both sexes (%)","SE.SEC.NENR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"South Asia","SAS","Net enrolment rate, secondary, both sexes (%)","SE.SEC.NENR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.31358","39.61383","39.83199","41.17557","42.7639","43.9511","45.74118","47.18798","49.22441","51.39219","","","","","","","",
"Saudi Arabia","SAU","Net enrolment rate, secondary, both sexes (%)","SE.SEC.NENR","","","","","","","","","","","","","","","","","","","","17.35909","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.24041","","","","80.46037","87.83481","",
"Sudan","SDN","Net enrolment rate, secondary, both sexes (%)","SE.SEC.NENR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Senegal","SEN","Net enrolment rate, secondary, both sexes (%)","SE.SEC.NENR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.77806","19.46835","20.43139","","","","","","","","","",
"Singapore","SGP","Net enrolment rate, secondary, both sexes (%)","SE.SEC.NENR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Solomon Islands","SLB","Net enrolment rate, secondary, both sexes (%)","SE.SEC.NENR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.56227","18.8523","21.90349","28.25294","","","","34.28021","30.9881","","","42.98383","41.39211","42.21419","","","",
"Sierra Leone","SLE","Net enrolment rate, secondary, both sexes (%)","SE.SEC.NENR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.87035","37.27371","","",
"El Salvador","SLV","Net enrolment rate, secondary, both sexes (%)","SE.SEC.NENR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.07228","49.49422","53.32461","","","58.03402","57.26604","57.7625","58.97647","60.8941","63.78784","66.4519","68.63172","69.54193","","",
"San Marino","SMR","Net enrolment rate, secondary, both sexes (%)","SE.SEC.NENR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","Net enrolment rate, secondary, both sexes (%)","SE.SEC.NENR","","","","","","","","","","","","","","","","","","0.09863","0.13184","0.23391","0.22086","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","Net enrolment rate, secondary, both sexes (%)","SE.SEC.NENR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.58781","90.24074","90.16584","90.33852","90.43852","93.02904","92.20523","",
"Sub-Saharan Africa (excluding high income)","SSA","Net enrolment rate, secondary, both sexes (%)","SE.SEC.NENR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.8372","20.13014","20.79815","21.58575","22.53541","23.44784","24.65","25.50107","26.32232","27.14618","28.87426","30.2664","31.86621","32.56269","33.24433","33.71387","","",
"South Sudan","SSD","Net enrolment rate, secondary, both sexes (%)","SE.SEC.NENR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa","SSF","Net enrolment rate, secondary, both sexes (%)","SE.SEC.NENR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.84097","20.13342","20.80097","21.58662","22.53517","23.44676","24.64779","25.498","26.31849","27.14226","28.86903","30.26015","31.85884","32.5549","33.2361","33.70538","","",
"Small states","SST","Net enrolment rate, secondary, both sexes (%)","SE.SEC.NENR","","","","","","","","","","","","","","","33.09892","35.19622","36.15702","37.22535","37.85487","38.42984","39.25724","38.53535","38.60613","38.73334","38.69132","38.8779","38.7602","38.81276","39.16608","39.08907","39.51062","40.71539","41.43201","41.70899","42.28313","43.14941","44.57321","45.67778","44.94264","45.49998","45.72429","46.58694","47.90561","48.35836","50.08092","50.79769","51.08269","51.66895","52.37069","52.99739","53.20181","53.49752","53.20374","","","",
"Sao Tome and Principe","STP","Net enrolment rate, secondary, both sexes (%)","SE.SEC.NENR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.11318","","","","","","","","","","","","","","","27.33681","25.89831","31.05325","","32.80716","32.13086","33.3726","35.73752","47.50757","","","","",
"Suriname","SUR","Net enrolment rate, secondary, both sexes (%)","SE.SEC.NENR","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.14195","49.20113","","","","","","","","","","","","","","","","","","","","","50.68757","","58.04294","","54.23459","46.8771","",
"Slovak Republic","SVK","Net enrolment rate, secondary, both sexes (%)","SE.SEC.NENR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Slovenia","SVN","Net enrolment rate, secondary, both sexes (%)","SE.SEC.NENR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.0648","90.05903","91.35797","92.00886","92.60334","92.93516","92.20607","91.96599","91.52516","92.76202","92.39873","92.55015","92.98562","93.13284","93.57599","95.07977","","",
"Sweden","SWE","Net enrolment rate, secondary, both sexes (%)","SE.SEC.NENR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84.83303","84.89363","85.26744","86.44785","90.55864","93.79137","95.6296","97.53369","98.04705","","96.13272","95.55553","94.9465","97.42026","98.35012","98.72249","99.83368","99.61492","98.70258","97.38694","95.26175","93.13795","91.49473","92.44242","94.40162","","",
"Swaziland","SWZ","Net enrolment rate, secondary, both sexes (%)","SE.SEC.NENR","","","","","","","","","","","10.90473","11.21998","12.607","","16.6771","18.5436","19.66286","21.24521","","","","","","","","","","","","","","","","","","","","","35.03161","32.46169","29.81076","29.9376","30.16038","28.67004","32.64244","31.53918","27.7017","28.93231","","31.86647","32.8174","34.91854","35.41976","34.44769","","",
"Sint Maarten (Dutch part)","SXM","Net enrolment rate, secondary, both sexes (%)","SE.SEC.NENR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Net enrolment rate, secondary, both sexes (%)","SE.SEC.NENR","","","","","","","","","","","","","","","","","","","","44.91131","","","","","","","","","","","","","","78.89783","82.22944","82.16093","83.59729","","89.64277","66.51893","65.30846","71.20647","70.63019","74.91247","74.86817","81.55489","","78.47739","75.65267","75.5236","74.11187","74.93934","","","74.57037","",
"Syrian Arab Republic","SYR","Net enrolment rate, secondary, both sexes (%)","SE.SEC.NENR","","","","","","","","","","","","26.1094","","35.35388","35.56304","36.03809","38.45264","40.60159","41.42612","42.95067","42.38627","40.03999","","","","","","","","","","","","","","38.24198","37.64617","37.58723","38.63542","38.61945","39.45525","41.10424","41.18201","57.5947","61.10324","64.23241","64.081","65.76977","66.47542","66.65402","67.42585","69.54365","71.76486","46.6162","47.68119","",
"Turks and Caicos Islands","TCA","Net enrolment rate, secondary, both sexes (%)","SE.SEC.NENR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Net enrolment rate, secondary, both sexes (%)","SE.SEC.NENR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.11675","6.99877","7.25045","8.40628","9.59906","10.53548","","","","","","","","","","","","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Net enrolment rate, secondary, both sexes (%)","SE.SEC.NENR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.51693","54.20669","54.39356","54.78744","55.08726","56.56867","57.98501","58.90084","61.09445","64.51144","66.75652","68.98068","71.4607","74.20477","75.6824","77.66786","","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Net enrolment rate, secondary, both sexes (%)","SE.SEC.NENR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.0433","79.71937","81.12574","82.65585","82.29472","83.04987","82.01405","82.09862","82.90839","83.68258","83.8764","83.6806","85.49342","86.94449","87.22165","88.73409","","",
"Togo","TGO","Net enrolment rate, secondary, both sexes (%)","SE.SEC.NENR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.76545","","","","","","","","20.36612","23.53322","","","","","","","","","","","","","","","",
"Thailand","THA","Net enrolment rate, secondary, both sexes (%)","SE.SEC.NENR","","","","","","","","","","","","","","15.63424","17.59966","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.31999","71.52947","74.4474","77.20502","78.21939","81.75229","79.60135","","","",
"Tajikistan","TJK","Net enrolment rate, secondary, both sexes (%)","SE.SEC.NENR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.54882","70.4861","72.04594","74.86025","","77.98284","78.27034","79.18153","80.2492","81.32069","81.40049","82.21297","83.22482","","","","",
"Turkmenistan","TKM","Net enrolment rate, secondary, both sexes (%)","SE.SEC.NENR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Net enrolment rate, secondary, both sexes (%)","SE.SEC.NENR","","","","","","","","","","","","","","","","","","","","","","","","","","","53.42978","53.73183","53.79585","53.49754","53.75818","54.22595","54.68799","54.58443","55.18007","56.05192","57.16036","57.54394","58.98678","59.67716","60.35722","62.2528","64.06284","65.59624","67.27574","68.36485","69.61205","70.79932","71.66212","72.80334","73.65441","74.32249","74.73822","75.50604","","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Net enrolment rate, secondary, both sexes (%)","SE.SEC.NENR","","","","","","","","","","","20.31019","20.29696","22.59453","24.42526","25.47573","27.55803","29.63192","31.79136","33.86246","35.15071","36.04385","36.60191","37.89625","38.79711","39.8016","40.95934","42.91816","44.28799","44.97789","46.10574","48.82253","49.36127","49.439","51.11102","53.81363","54.37676","54.79302","56.32407","58.00787","59.64948","60.85567","61.89169","62.68668","63.87823","65.00268","64.80085","65.01772","63.92818","64.95953","66.47338","67.07607","70.20963","71.29626","69.2241","","",
"Timor-Leste","TLS","Net enrolment rate, secondary, both sexes (%)","SE.SEC.NENR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.06473","39.8604","43.79449","47.051","","48.61192","51.84721","",
"Tonga","TON","Net enrolment rate, secondary, both sexes (%)","SE.SEC.NENR","","","","","","","","","","","","","","","","","","","","","","","","","","69.00682","","","","","81.84063","","","","","","","","70.31973","74.4594","","76.46749","","","","","","","","","","","82.9357","76.42927","","",
"South Asia (IDA & IBRD)","TSA","Net enrolment rate, secondary, both sexes (%)","SE.SEC.NENR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.31358","39.61383","39.83199","41.17557","42.7639","43.9511","45.74118","47.18798","49.22441","51.39219","","","","","","","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Net enrolment rate, secondary, both sexes (%)","SE.SEC.NENR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.84097","20.13342","20.80097","21.58662","22.53517","23.44676","24.64779","25.498","26.31849","27.14226","28.86903","30.26015","31.85884","32.5549","33.2361","33.70538","","",
"Trinidad and Tobago","TTO","Net enrolment rate, secondary, both sexes (%)","SE.SEC.NENR","","","","","","","","","","","","34.1536","34.48777","","","","","","","","","","","","","","","","","","","","","66.8606","","","","","","","","","","","72.64679","","","","","","","","","","","",
"Tunisia","TUN","Net enrolment rate, secondary, both sexes (%)","SE.SEC.NENR","","","","","","","","","","","","","","","","","","","20.31987","21.50137","22.2766","","","28.73126","30.47773","32.401","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Turkey","TUR","Net enrolment rate, secondary, both sexes (%)","SE.SEC.NENR","","","","","","","","","","","","","","","23.73764","","","","","","","","","","","","38.50518","39.73007","41.25974","42.76296","43.68782","45.43815","46.83832","49.98479","","","","53.79153","","57.16573","63.69162","71.85441","71.37681","71.53301","73.52893","75.89088","78.49165","80.23516","79.6431","76.3722","80.86494","84.17155","81.15754","87.87049","","",
"Tuvalu","TUV","Net enrolment rate, secondary, both sexes (%)","SE.SEC.NENR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69.62366","69.80498","",
"Tanzania","TZA","Net enrolment rate, secondary, both sexes (%)","SE.SEC.NENR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Uganda","UGA","Net enrolment rate, secondary, both sexes (%)","SE.SEC.NENR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.69061","14.06727","16.28313","16.22872","15.71584","15.44848","16.91204","19.02196","21.27866","22.01894","22.87236","","","","","",
"Ukraine","UKR","Net enrolment rate, secondary, both sexes (%)","SE.SEC.NENR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95.17315","96.66302","92.5825","93.11273","92.01649","86.92575","87.67084","87.04523","86.40595","85.4144","85.55556","83.97437","85.06572","86.63439","88.56586","",
"Upper middle income","UMC","Net enrolment rate, secondary, both sexes (%)","SE.SEC.NENR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.27959","59.0838","59.36697","60.14151","60.48975","61.58744","62.92667","64.16357","66.11206","68.58048","70.96297","73.26477","75.44434","77.44093","78.48682","80.52966","","",
"Uruguay","URY","Net enrolment rate, secondary, both sexes (%)","SE.SEC.NENR","","","","","","","","","","","","","","","","","","","","","","","","","56.173","","","","","","","","","","","","","","","","","","","","","","","67.61036","69.41773","71.27041","71.98036","","","","","",
"United States","USA","Net enrolment rate, secondary, both sexes (%)","SE.SEC.NENR","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.62758","","","","","","87.44832","88.41476","88.41279","87.49674","","","87.22757","86.0948","87.0078","85.61377","89.15429","90.10845","89.90189","89.60729","89.86127","90.06156","89.35222","87.88644","88.52075","88.11948","","","",
"Uzbekistan","UZB","Net enrolment rate, secondary, both sexes (%)","SE.SEC.NENR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Vincent and the Grenadines","VCT","Net enrolment rate, secondary, both sexes (%)","SE.SEC.NENR","","","","","","","","","","","","","","","","","","","","","","","","","36.89933","","","","","","","","","","","","","","","","67.91681","67.97607","72.76261","71.94728","75.62126","72.85701","","","90.40179","88.98139","85.18728","","","","","",
"Venezuela, RB","VEN","Net enrolment rate, secondary, both sexes (%)","SE.SEC.NENR","","","","","","","","","","","","24.9416","27.23671","","","","","","","","","","","","","","","","","","","","","","","","","","","47.73201","50.48729","53.66614","56.07205","57.64561","59.96826","61.75156","65.14429","67.35061","68.45343","70.12083","70.41021","71.56676","73.491","74.01707","74.78971","",
"British Virgin Islands","VGB","Net enrolment rate, secondary, both sexes (%)","SE.SEC.NENR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77.42743","80.97853","82.34709","83.37432","",
"Virgin Islands (U.S.)","VIR","Net enrolment rate, secondary, both sexes (%)","SE.SEC.NENR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Vietnam","VNM","Net enrolment rate, secondary, both sexes (%)","SE.SEC.NENR","","","","","","","","","","","","","","","","","","35.76655","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Vanuatu","VUT","Net enrolment rate, secondary, both sexes (%)","SE.SEC.NENR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.16746","","16.71401","","","","","","","","29.69192","33.31895","34.3364","38.01921","38.32987","40.61428","","","","","","51.60029","","","","","",
"West Bank and Gaza","PSE","Net enrolment rate, secondary, both sexes (%)","SE.SEC.NENR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73.20666","74.64962","75.40731","78.08184","80.86945","84.52276","85.61359","86.68568","86.50661","86.36801","85.08028","83.17173","81.02224","80.92051","80.35447","80.12445","",
"World","WLD","Net enrolment rate, secondary, both sexes (%)","SE.SEC.NENR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.79684","51.90945","52.52467","53.04817","53.66885","54.89826","55.82982","56.65097","57.73013","59.23975","60.65089","61.36827","62.96065","64.47755","65.52106","66.00383","","",
"Samoa","WSM","Net enrolment rate, secondary, both sexes (%)","SE.SEC.NENR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.85402","","","68.48621","71.0597","64.5445","65.81132","","","","","","","","79.90855","80.53139","80.00404","79.66204","","79.54598","",
"Yemen, Rep.","YEM","Net enrolment rate, secondary, both sexes (%)","SE.SEC.NENR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.48046","","","","","","","","","","","39.08479","","41.72176","","","",
"South Africa","ZAF","Net enrolment rate, secondary, both sexes (%)","SE.SEC.NENR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.41446","","","","","61.56353","60.36553","60.47081","61.638","62.39115","62.97556","64.02687","","","","","","","","","","",
"Congo, Dem. Rep.","COD","Net enrolment rate, secondary, both sexes (%)","SE.SEC.NENR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.51682","17.64297","18.30302","","","","","","","","","","","","","","","","","","","","","",
"Zambia","ZMB","Net enrolment rate, secondary, both sexes (%)","SE.SEC.NENR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Zimbabwe","ZWE","Net enrolment rate, secondary, both sexes (%)","SE.SEC.NENR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.88876","39.96215","40.69137","38.75239","35.03957","","","","","","","","","43.34529","","","",
